,0,Dataset,Epsilon,Image,Network,Result,TotalTime,Unnamed: 0,Unnamed: 0.1,Verifier,instance,score,solved,solved_bool
2782,,,0.002,49.0,fc_2_2sigmoids_3.onnx,unsat,0.001,649.0,,eran,49.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2784,,,0.002,49.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.706,449.0,,eran,49.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2844,,,0.002,5.0,fc_2_2sigmoids_3.onnx,unsat,0.001,605.0,,eran,5.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2849,,,0.002,5.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.682,405.0,,eran,5.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2907,,,0.002,50.0,fc_2_2sigmoids_3.onnx,unsat,0.001,650.0,,eran,50.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2912,,,0.002,50.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.731,450.0,,eran,50.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2972,,,0.002,51.0,fc_2_2sigmoids_3.onnx,unsat,0.001,651.0,,eran,51.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2974,,,0.002,51.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.688,451.0,,eran,51.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
3034,,,0.002,52.0,fc_2_2sigmoids_3.onnx,unsat,0.001,652.0,,eran,52.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
3038,,,0.002,52.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.718,452.0,,eran,52.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2404,,,0.002,43.0,fc_2_2sigmoids_3.onnx,unsat,0.001,643.0,,eran,43.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2342,,,0.002,42.0,fc_2_2sigmoids_3.onnx,unsat,0.001,642.0,,eran,42.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1589,,,0.002,31.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.683,431.0,,eran,31.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2282,,,0.002,41.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.79,441.0,,eran,41.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1649,,,0.002,32.0,fc_2_2sigmoids_3.onnx,unsat,0.001,632.0,,eran,32.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1652,,,0.002,32.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.707,432.0,,eran,32.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1711,,,0.002,33.0,fc_2_2sigmoids_3.onnx,unsat,0.001,633.0,,eran,33.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1713,,,0.002,33.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.679,433.0,,eran,33.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1775,,,0.002,34.0,fc_2_2sigmoids_3.onnx,unsat,0.001,634.0,,eran,34.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1776,,,0.002,34.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.735,434.0,,eran,34.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1838,,,0.002,35.0,fc_2_2sigmoids_3.onnx,unsat,0.001,635.0,,eran,35.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1839,,,0.002,35.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.643,435.0,,eran,35.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1901,,,0.002,36.0,fc_2_2sigmoids_3.onnx,unsat,0.001,636.0,,eran,36.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1903,,,0.002,36.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.775,436.0,,eran,36.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1964,,,0.002,37.0,fc_2_2sigmoids_3.onnx,unsat,0.001,637.0,,eran,37.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1965,,,0.002,37.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.694,437.0,,eran,37.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2026,,,0.002,38.0,fc_2_2sigmoids_3.onnx,unsat,0.001,638.0,,eran,38.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2028,,,0.002,38.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.648,438.0,,eran,38.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2090,,,0.002,39.0,fc_2_2sigmoids_3.onnx,unsat,0.001,639.0,,eran,39.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2092,,,0.002,39.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.673,439.0,,eran,39.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2151,,,0.002,4.0,fc_2_2sigmoids_3.onnx,unsat,0.001,604.0,,eran,4.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2154,,,0.002,4.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.698,404.0,,eran,4.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2216,,,0.002,40.0,fc_2_2sigmoids_3.onnx,unsat,0.001,640.0,,eran,40.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2217,,,0.002,40.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.718,440.0,,eran,40.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2277,,,0.002,41.0,fc_2_2sigmoids_3.onnx,unsat,0.001,641.0,,eran,41.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
6249,,,0.002,99.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.798,499.0,,eran,99.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
