,0,Dataset,Epsilon,Image,Network,Result,TotalTime,Unnamed: 0,Unnamed: 0.1,Verifier,instance,score,solved,solved_bool
5430,,,0.002,87.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.658,487.0,,eran,87.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
3162,,,0.002,54.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.673,454.0,,eran,54.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
3159,,,0.002,54.0,fc_2_2sigmoids_3.onnx,unsat,0.001,654.0,,eran,54.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
3099,,,0.002,53.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.693,453.0,,eran,53.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
768,,,0.002,2.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.701,402.0,,eran,2.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
831,,,0.002,20.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.841,420.0,,eran,20.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
891,,,0.002,21.0,fc_2_2sigmoids_3.onnx,unsat,0.001,621.0,,eran,21.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
894,,,0.002,21.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.767,421.0,,eran,21.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
956,,,0.002,22.0,fc_2_2sigmoids_3.onnx,unsat,0.001,622.0,,eran,22.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
958,,,0.002,22.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.714,422.0,,eran,22.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1018,,,0.002,23.0,fc_2_2sigmoids_3.onnx,unsat,0.001,623.0,,eran,23.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1022,,,0.002,23.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.756,423.0,,eran,23.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1081,,,0.002,24.0,fc_2_2sigmoids_3.onnx,unsat,0.001,624.0,,eran,24.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1083,,,0.002,24.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.776,424.0,,eran,24.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1144,,,0.002,25.0,fc_2_2sigmoids_3.onnx,unsat,0.003,625.0,,eran,25.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1147,,,0.002,25.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.573,425.0,,eran,25.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1207,,,0.002,26.0,fc_2_2sigmoids_3.onnx,unsat,0.001,626.0,,eran,26.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1211,,,0.002,26.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.768,426.0,,eran,26.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1269,,,0.002,27.0,fc_2_2sigmoids_3.onnx,unsat,0.001,627.0,,eran,27.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1273,,,0.002,27.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.725,427.0,,eran,27.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1334,,,0.002,28.0,fc_2_2sigmoids_3.onnx,unsat,0.003,628.0,,eran,28.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1335,,,0.002,28.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.619,428.0,,eran,28.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1395,,,0.002,29.0,fc_2_2sigmoids_3.onnx,unsat,0.001,629.0,,eran,29.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1398,,,0.002,29.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.69,429.0,,eran,29.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
1458,,,0.002,3.0,fc_2_2sigmoids_3.onnx,unsat,0.003,603.0,,eran,3.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1463,,,0.002,3.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.647,403.0,,eran,3.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
828,,,0.002,20.0,fc_2_2sigmoids_3.onnx,unsat,0.001,620.0,,eran,20.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
765,,,0.002,2.0,fc_2_2sigmoids_3.onnx,unsat,0.001,602.0,,eran,2.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1524,,,0.002,30.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.701,430.0,,eran,30.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
706,,,0.002,19.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.737,419.0,,eran,19.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
72,,,0.002,1.0,fc_2_2sigmoids_3.onnx,unsat,0.001,601.0,,eran,1.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
75,,,0.002,1.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.631,401.0,,eran,1.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
135,,,0.002,10.0,fc_2_2sigmoids_3.onnx,unsat,0.003,610.0,,eran,10.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
138,,,0.002,10.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.618,410.0,,eran,10.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
198,,,0.002,11.0,fc_2_2sigmoids_3.onnx,unsat,0.001,611.0,,eran,11.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
203,,,0.002,11.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.725,411.0,,eran,11.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
263,,,0.002,12.0,fc_2_2sigmoids_3.onnx,unsat,0.001,612.0,,eran,12.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
264,,,0.002,12.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.791,412.0,,eran,12.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
326,,,0.002,13.0,fc_2_2sigmoids_3.onnx,unsat,0.003,613.0,,eran,13.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
327,,,0.002,13.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.616,413.0,,eran,13.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
387,,,0.002,14.0,fc_2_2sigmoids_3.onnx,unsat,0.001,614.0,,eran,14.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
392,,,0.002,14.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.693,414.0,,eran,14.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
450,,,0.002,15.0,fc_2_2sigmoids_3.onnx,unsat,0.001,615.0,,eran,15.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
454,,,0.002,15.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.702,415.0,,eran,15.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
513,,,0.002,16.0,fc_2_2sigmoids_3.onnx,unsat,0.001,616.0,,eran,16.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
516,,,0.002,16.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.8,416.0,,eran,16.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
578,,,0.002,17.0,fc_2_2sigmoids_3.onnx,unsat,0.001,617.0,,eran,17.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
579,,,0.002,17.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.775,417.0,,eran,17.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
641,,,0.002,18.0,fc_2_2sigmoids_3.onnx,unsat,0.001,618.0,,eran,18.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
642,,,0.002,18.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.647,418.0,,eran,18.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
702,,,0.002,19.0,fc_2_2sigmoids_3.onnx,unsat,0.001,619.0,,eran,19.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1523,,,0.002,30.0,fc_2_2sigmoids_3.onnx,unsat,0.001,630.0,,eran,30.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
1585,,,0.002,31.0,fc_2_2sigmoids_3.onnx,unsat,0.001,631.0,,eran,31.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
