,0,Dataset,Epsilon,Network,Image,Result,TotalTime,Unnamed: 0,Verifier,instance,solved_bool,solved,score
19724,,mnist,0.004,N21,MNIST_P58_N21,unsat,65.6141,2124.0,verinet,MNIST_P58_N21 N21 0.004,True,1,1
19718,,mnist,0.004,N4,MNIST_P11_N4,unsat,64.0342,2118.0,verinet,MNIST_P11_N4 N4 0.004,True,1,1
19702,,mnist,0.004,N22,MNIST_P87_N22,unsat,73.8428,2102.0,verinet,MNIST_P87_N22 N22 0.004,True,1,1
19701,,mnist,0.004,N19,MNIST_P74_N19,unsat,67.1574,2101.0,verinet,MNIST_P74_N19 N19 0.004,True,1,1
19697,,mnist,0.004,N21,MNIST_P36_N21,unsat,62.9267,2097.0,verinet,MNIST_P36_N21 N21 0.004,True,1,1
19693,,mnist,0.004,N12,MNIST_P15_N12,unsat,69.6113,2093.0,verinet,MNIST_P15_N12 N12 0.004,True,1,1
19692,,mnist,0.004,N4,MNIST_P85_N4,unsat,58.6598,2092.0,verinet,MNIST_P85_N4 N4 0.004,True,1,1
19691,,mnist,0.004,N12,MNIST_P60_N12,unsat,73.0601,2091.0,verinet,MNIST_P60_N12 N12 0.004,True,1,1
19690,,mnist,0.004,N33,MNIST_P25_N33,unsat,72.5817,2090.0,verinet,MNIST_P25_N33 N33 0.004,True,1,1
19682,,mnist,0.004,N19,MNIST_P36_N19,unsat,65.768,2082.0,verinet,MNIST_P36_N19 N19 0.004,True,1,1
19681,,mnist,0.004,N33,MNIST_P69_N33,unsat,78.0965,2081.0,verinet,MNIST_P69_N33 N33 0.004,True,1,1
19672,,mnist,0.004,N33,MNIST_P87_N33,sat,60.1669,2072.0,verinet,MNIST_P87_N33 N33 0.004,True,1,1
19669,,mnist,0.004,N19,MNIST_P97_N19,unsat,72.4382,2069.0,verinet,MNIST_P97_N19 N19 0.004,True,1,1
19662,,mnist,0.004,N19,MNIST_P63_N19,unsat,71.3125,2062.0,verinet,MNIST_P63_N19 N19 0.004,True,1,1
19655,,mnist,0.004,N21,MNIST_P89_N21,unsat,73.1418,2055.0,verinet,MNIST_P89_N21 N21 0.004,True,1,1
19650,,mnist,0.004,N4,MNIST_P32_N4,unsat,65.3589,2050.0,verinet,MNIST_P32_N4 N4 0.004,True,1,1
19647,,mnist,0.004,N22,MNIST_P62_N22,unsat,72.9699,2047.0,verinet,MNIST_P62_N22 N22 0.004,True,1,1
19645,,mnist,0.004,N4,MNIST_P45_N4,unsat,68.9322,2045.0,verinet,MNIST_P45_N4 N4 0.004,True,1,1
19641,,mnist,0.004,N19,MNIST_P6_N19,unsat,69.2934,2041.0,verinet,MNIST_P6_N19 N19 0.004,True,1,1
19637,,mnist,0.004,N12,MNIST_P40_N12,unsat,77.5286,2037.0,verinet,MNIST_P40_N12 N12 0.004,True,1,1
20138,,mnist,0.004,N21,MNIST_P50_N21,unsat,67.5858,2538.0,verinet,MNIST_P50_N21 N21 0.004,True,1,1
20140,,mnist,0.004,N21,MNIST_P68_N21,unsat,69.8323,2540.0,verinet,MNIST_P68_N21 N21 0.004,True,1,1
20147,,mnist,0.004,N21,MNIST_P67_N21,unsat,72.8818,2547.0,verinet,MNIST_P67_N21 N21 0.004,True,1,1
20802,,mnist,0.004,N33,MNIST_P26_N33,unsat,76.5899,3202.0,verinet,MNIST_P26_N33 N33 0.004,True,1,1
20788,,mnist,0.004,N4,MNIST_P26_N4,unsat,68.6564,3188.0,verinet,MNIST_P26_N4 N4 0.004,True,1,1
20783,,mnist,0.004,N22,MNIST_P13_N22,unsat,77.6336,3183.0,verinet,MNIST_P13_N22 N22 0.004,True,1,1
20777,,mnist,0.004,N19,MNIST_P80_N19,unsat,67.7979,3177.0,verinet,MNIST_P80_N19 N19 0.004,True,1,1
20755,,mnist,0.004,N33,MNIST_P72_N33,unsat,75.3421,3155.0,verinet,MNIST_P72_N33 N33 0.004,True,1,1
20736,,mnist,0.004,N21,MNIST_P14_N21,unsat,72.1437,3136.0,verinet,MNIST_P14_N21 N21 0.004,True,1,1
20716,,mnist,0.004,N22,MNIST_P17_N22,unsat,79.9981,3116.0,verinet,MNIST_P17_N22 N22 0.004,True,1,1
20707,,mnist,0.004,N22,MNIST_P8_N22,unsat,80.9433,3107.0,verinet,MNIST_P8_N22 N22 0.004,True,1,1
20699,,mnist,0.004,N33,MNIST_P99_N33,unsat,73.7138,3099.0,verinet,MNIST_P99_N33 N33 0.004,True,1,1
20697,,mnist,0.004,N12,MNIST_P82_N12,unsat,75.6085,3097.0,verinet,MNIST_P82_N12 N12 0.004,True,1,1
20689,,mnist,0.004,N4,MNIST_P99_N4,unsat,64.1926,3089.0,verinet,MNIST_P99_N4 N4 0.004,True,1,1
20678,,mnist,0.004,N4,MNIST_P1_N4,unsat,65.5992,3078.0,verinet,MNIST_P1_N4 N4 0.004,True,1,1
20676,,mnist,0.004,N33,MNIST_P78_N33,unsat,76.5114,3076.0,verinet,MNIST_P78_N33 N33 0.004,True,1,1
20671,,mnist,0.004,N33,MNIST_P21_N33,unsat,73.1708,3071.0,verinet,MNIST_P21_N33 N33 0.004,True,1,1
20666,,mnist,0.004,N12,MNIST_P16_N12,unsat,69.8068,3066.0,verinet,MNIST_P16_N12 N12 0.004,True,1,1
20655,,mnist,0.004,N12,MNIST_P56_N12,unsat,70.4242,3055.0,verinet,MNIST_P56_N12 N12 0.004,True,1,1
20649,,mnist,0.004,N12,MNIST_P67_N12,unsat,72.9754,3049.0,verinet,MNIST_P67_N12 N12 0.004,True,1,1
20648,,mnist,0.004,N22,MNIST_P80_N22,sat,50.2455,3048.0,verinet,MNIST_P80_N22 N22 0.004,True,1,1
20639,,mnist,0.004,N33,MNIST_P13_N33,unsat,72.4887,3039.0,verinet,MNIST_P13_N33 N33 0.004,True,1,1
20628,,mnist,0.004,N22,MNIST_P27_N22,unsat,71.336,3028.0,verinet,MNIST_P27_N22 N22 0.004,True,1,1
20622,,mnist,0.004,N19,MNIST_P53_N19,unsat,68.3456,3022.0,verinet,MNIST_P53_N19 N19 0.004,True,1,1
20616,,mnist,0.004,N19,MNIST_P54_N19,unsat,70.5476,3016.0,verinet,MNIST_P54_N19 N19 0.004,True,1,1
20613,,mnist,0.004,N19,MNIST_P44_N19,unsat,70.1153,3013.0,verinet,MNIST_P44_N19 N19 0.004,True,1,1
20604,,mnist,0.004,N22,MNIST_P9_N22,unsat,78.5233,3004.0,verinet,MNIST_P9_N22 N22 0.004,True,1,1
20801,,mnist,0.004,N22,MNIST_P34_N22,unsat,78.8575,3201.0,verinet,MNIST_P34_N22 N22 0.004,True,1,1
20806,,mnist,0.004,N12,MNIST_P7_N12,unsat,79.5369,3206.0,verinet,MNIST_P7_N12 N12 0.004,True,1,1
20581,,mnist,0.004,N21,MNIST_P51_N21,unsat,72.9824,2981.0,verinet,MNIST_P51_N21 N21 0.004,True,1,1
20812,,mnist,0.004,N22,MNIST_P29_N22,unsat,79.2204,3212.0,verinet,MNIST_P29_N22 N22 0.004,True,1,1
20936,,mnist,0.004,N21,MNIST_P56_N21,unsat,65.1119,3336.0,verinet,MNIST_P56_N21 N21 0.004,True,1,1
20926,,mnist,0.004,N19,MNIST_P93_N19,unsat,69.4579,3326.0,verinet,MNIST_P93_N19 N19 0.004,True,1,1
20924,,mnist,0.004,N33,MNIST_P27_N33,unsat,78.9452,3324.0,verinet,MNIST_P27_N33 N33 0.004,True,1,1
20906,,mnist,0.004,N22,MNIST_P83_N22,unsat,79.3361,3306.0,verinet,MNIST_P83_N22 N22 0.004,True,1,1
20904,,mnist,0.004,N19,MNIST_P65_N19,unsat,70.5361,3304.0,verinet,MNIST_P65_N19 N19 0.004,True,1,1
20896,,mnist,0.004,N4,MNIST_P71_N4,unsat,65.4916,3296.0,verinet,MNIST_P71_N4 N4 0.004,True,1,1
20890,,mnist,0.004,N33,MNIST_P86_N33,unsat,75.7198,3290.0,verinet,MNIST_P86_N33 N33 0.004,True,1,1
20888,,mnist,0.004,N4,MNIST_P66_N4,unsat,71.9851,3288.0,verinet,MNIST_P66_N4 N4 0.004,True,1,1
20882,,mnist,0.004,N19,MNIST_P27_N19,unsat,71.6134,3282.0,verinet,MNIST_P27_N19 N19 0.004,True,1,1
20881,,mnist,0.004,N19,MNIST_P16_N19,unsat,72.9535,3281.0,verinet,MNIST_P16_N19 N19 0.004,True,1,1
20880,,mnist,0.004,N19,MNIST_P40_N19,unsat,70.0271,3280.0,verinet,MNIST_P40_N19 N19 0.004,True,1,1
20879,,mnist,0.004,N21,MNIST_P96_N21,unsat,70.5276,3279.0,verinet,MNIST_P96_N21 N21 0.004,True,1,1
20876,,mnist,0.004,N21,MNIST_P24_N21,unsat,69.0305,3276.0,verinet,MNIST_P24_N21 N21 0.004,True,1,1
20870,,mnist,0.004,N33,MNIST_P46_N33,sat,27.377,3270.0,verinet,MNIST_P46_N33 N33 0.004,True,1,1
20860,,mnist,0.004,N21,MNIST_P81_N21,unsat,66.4848,3260.0,verinet,MNIST_P81_N21 N21 0.004,True,1,1
20856,,mnist,0.004,N12,MNIST_P11_N12,unsat,72.7644,3256.0,verinet,MNIST_P11_N12 N12 0.004,True,1,1
20848,,mnist,0.004,N12,MNIST_P54_N12,unsat,78.9788,3248.0,verinet,MNIST_P54_N12 N12 0.004,True,1,1
20828,,mnist,0.004,N19,MNIST_P85_N19,unsat,66.9775,3228.0,verinet,MNIST_P85_N19 N19 0.004,True,1,1
20826,,mnist,0.004,N22,MNIST_P1_N22,unsat,77.3151,3226.0,verinet,MNIST_P1_N22 N22 0.004,True,1,1
20821,,mnist,0.004,N12,MNIST_P33_N12,unsat,77.4668,3221.0,verinet,MNIST_P33_N12 N12 0.004,True,1,1
20819,,mnist,0.004,N21,MNIST_P5_N21,unsat,67.6289,3219.0,verinet,MNIST_P5_N21 N21 0.004,True,1,1
20815,,mnist,0.004,N21,MNIST_P54_N21,unsat,68.4628,3215.0,verinet,MNIST_P54_N21 N21 0.004,True,1,1
20814,,mnist,0.004,N4,MNIST_P24_N4,unsat,67.9467,3214.0,verinet,MNIST_P24_N4 N4 0.004,True,1,1
20586,,mnist,0.004,N19,MNIST_P88_N19,unsat,73.1526,2986.0,verinet,MNIST_P88_N19 N19 0.004,True,1,1
20578,,mnist,0.004,N12,MNIST_P39_N12,unsat,80.4158,2978.0,verinet,MNIST_P39_N12 N12 0.004,True,1,1
20165,,mnist,0.004,N33,MNIST_P49_N33,sat,65.5257,2565.0,verinet,MNIST_P49_N33 N33 0.004,True,1,1
20362,,mnist,0.004,N22,MNIST_P21_N22,unsat,72.7249,2762.0,verinet,MNIST_P21_N22 N22 0.004,True,1,1
20358,,mnist,0.004,N33,MNIST_P48_N33,sat,66.2542,2758.0,verinet,MNIST_P48_N33 N33 0.004,True,1,1
20354,,mnist,0.004,N12,MNIST_P63_N12,unsat,73.0592,2754.0,verinet,MNIST_P63_N12 N12 0.004,True,1,1
20343,,mnist,0.004,N12,MNIST_P83_N12,unsat,72.8176,2743.0,verinet,MNIST_P83_N12 N12 0.004,True,1,1
20340,,mnist,0.004,N12,MNIST_P9_N12,unsat,72.4076,2740.0,verinet,MNIST_P9_N12 N12 0.004,True,1,1
20336,,mnist,0.004,N21,MNIST_P85_N21,unsat,59.9465,2736.0,verinet,MNIST_P85_N21 N21 0.004,True,1,1
20324,,mnist,0.004,N12,MNIST_P30_N12,unsat,76.1014,2724.0,verinet,MNIST_P30_N12 N12 0.004,True,1,1
20323,,mnist,0.004,N33,MNIST_P65_N33,sat,16.0394,2723.0,verinet,MNIST_P65_N33 N33 0.004,True,1,1
20319,,mnist,0.004,N12,MNIST_P68_N12,unsat,71.5026,2719.0,verinet,MNIST_P68_N12 N12 0.004,True,1,1
20289,,mnist,0.004,N19,MNIST_P64_N19,unsat,61.8996,2689.0,verinet,MNIST_P64_N19 N19 0.004,True,1,1
20286,,mnist,0.004,N12,MNIST_P81_N12,unsat,73.5337,2686.0,verinet,MNIST_P81_N12 N12 0.004,True,1,1
20269,,mnist,0.004,N19,MNIST_P13_N19,unsat,62.6466,2669.0,verinet,MNIST_P13_N19 N19 0.004,True,1,1
20268,,mnist,0.004,N12,MNIST_P5_N12,unsat,73.1943,2668.0,verinet,MNIST_P5_N12 N12 0.004,True,1,1
20262,,mnist,0.004,N33,MNIST_P0_N33,unsat,74.2885,2662.0,verinet,MNIST_P0_N33 N33 0.004,True,1,1
20249,,mnist,0.004,N33,MNIST_P1_N33,unsat,69.2139,2649.0,verinet,MNIST_P1_N33 N33 0.004,True,1,1
20246,,mnist,0.004,N33,MNIST_P81_N33,unsat,73.1875,2646.0,verinet,MNIST_P81_N33 N33 0.004,True,1,1
20243,,mnist,0.004,N19,MNIST_P24_N19,unsat,69.7538,2643.0,verinet,MNIST_P24_N19 N19 0.004,True,1,1
20222,,mnist,0.004,N21,MNIST_P60_N21,unsat,65.9917,2622.0,verinet,MNIST_P60_N21 N21 0.004,True,1,1
20218,,mnist,0.004,N19,MNIST_P42_N19,unsat,66.7156,2618.0,verinet,MNIST_P42_N19 N19 0.004,True,1,1
20201,,mnist,0.004,N21,MNIST_P72_N21,unsat,69.5486,2601.0,verinet,MNIST_P72_N21 N21 0.004,True,1,1
20189,,mnist,0.004,N33,MNIST_P58_N33,unsat,82.6286,2589.0,verinet,MNIST_P58_N33 N33 0.004,True,1,1
20172,,mnist,0.004,N33,MNIST_P16_N33,unsat,87.2824,2572.0,verinet,MNIST_P16_N33 N33 0.004,True,1,1
20168,,mnist,0.004,N21,MNIST_P31_N21,unsat,79.4348,2568.0,verinet,MNIST_P31_N21 N21 0.004,True,1,1
20166,,mnist,0.004,N21,MNIST_P75_N21,unsat,78.4221,2566.0,verinet,MNIST_P75_N21 N21 0.004,True,1,1
20359,,mnist,0.004,N4,MNIST_P41_N4,unsat,64.5988,2759.0,verinet,MNIST_P41_N4 N4 0.004,True,1,1
20364,,mnist,0.004,N21,MNIST_P55_N21,unsat,63.0717,2764.0,verinet,MNIST_P55_N21 N21 0.004,True,1,1
20573,,mnist,0.004,N19,MNIST_P33_N19,unsat,67.4848,2973.0,verinet,MNIST_P33_N19 N19 0.004,True,1,1
20368,,mnist,0.004,N19,MNIST_P68_N19,unsat,63.3963,2768.0,verinet,MNIST_P68_N19 N19 0.004,True,1,1
20567,,mnist,0.004,N21,MNIST_P44_N21,unsat,65.4523,2967.0,verinet,MNIST_P44_N21 N21 0.004,True,1,1
20561,,mnist,0.004,N21,MNIST_P53_N21,unsat,70.8606,2961.0,verinet,MNIST_P53_N21 N21 0.004,True,1,1
20551,,mnist,0.004,N12,MNIST_P49_N12,unsat,78.7378,2951.0,verinet,MNIST_P49_N12 N12 0.004,True,1,1
20540,,mnist,0.004,N12,MNIST_P72_N12,unsat,82.3311,2940.0,verinet,MNIST_P72_N12 N12 0.004,True,1,1
20539,,mnist,0.004,N12,MNIST_P51_N12,unsat,82.8642,2939.0,verinet,MNIST_P51_N12 N12 0.004,True,1,1
20522,,mnist,0.004,N12,MNIST_P52_N12,unsat,73.6636,2922.0,verinet,MNIST_P52_N12 N12 0.004,True,1,1
20515,,mnist,0.004,N22,MNIST_P76_N22,unsat,74.1876,2915.0,verinet,MNIST_P76_N22 N22 0.004,True,1,1
20504,,mnist,0.004,N19,MNIST_P19_N19,unsat,69.6564,2904.0,verinet,MNIST_P19_N19 N19 0.004,True,1,1
20494,,mnist,0.004,N22,MNIST_P52_N22,unsat,77.8273,2894.0,verinet,MNIST_P52_N22 N22 0.004,True,1,1
20487,,mnist,0.004,N4,MNIST_P43_N4,unsat,65.7785,2887.0,verinet,MNIST_P43_N4 N4 0.004,True,1,1
20483,,mnist,0.004,N22,MNIST_P67_N22,unsat,76.2762,2883.0,verinet,MNIST_P67_N22 N22 0.004,True,1,1
20465,,mnist,0.004,N4,MNIST_P90_N4,unsat,65.7373,2865.0,verinet,MNIST_P90_N4 N4 0.004,True,1,1
20459,,mnist,0.004,N33,MNIST_P94_N33,unsat,78.0889,2859.0,verinet,MNIST_P94_N33 N33 0.004,True,1,1
20458,,mnist,0.004,N4,MNIST_P15_N4,unsat,69.1093,2858.0,verinet,MNIST_P15_N4 N4 0.004,True,1,1
20450,,mnist,0.004,N21,MNIST_P66_N21,unsat,64.3375,2850.0,verinet,MNIST_P66_N21 N21 0.004,True,1,1
20447,,mnist,0.004,N33,MNIST_P44_N33,sat,60.8676,2847.0,verinet,MNIST_P44_N33 N33 0.004,True,1,1
20435,,mnist,0.004,N19,MNIST_P75_N19,unsat,63.4779,2835.0,verinet,MNIST_P75_N19 N19 0.004,True,1,1
20420,,mnist,0.004,N22,MNIST_P99_N22,unsat,73.5031,2820.0,verinet,MNIST_P99_N22 N22 0.004,True,1,1
20391,,mnist,0.004,N4,MNIST_P92_N4,unsat,64.1326,2791.0,verinet,MNIST_P92_N4 N4 0.004,True,1,1
20384,,mnist,0.004,N33,MNIST_P39_N33,unsat,72.9796,2784.0,verinet,MNIST_P39_N33 N33 0.004,True,1,1
20383,,mnist,0.004,N33,MNIST_P19_N33,sat,62.2881,2783.0,verinet,MNIST_P19_N33 N33 0.004,True,1,1
20377,,mnist,0.004,N21,MNIST_P0_N21,unsat,64.1319,2777.0,verinet,MNIST_P0_N21 N21 0.004,True,1,1
20374,,mnist,0.004,N33,MNIST_P15_N33,unsat,72.0068,2774.0,verinet,MNIST_P15_N33 N33 0.004,True,1,1
19394,,mnist,0.004,N33,MNIST_P35_N33,unsat,70.1534,1794.0,verinet,MNIST_P35_N33 N33 0.004,True,1,1
19386,,mnist,0.004,N21,MNIST_P18_N21,unsat,59.7976,1786.0,verinet,MNIST_P18_N21 N21 0.004,True,1,1
19374,,mnist,0.004,N12,MNIST_P69_N12,unsat,68.5565,1774.0,verinet,MNIST_P69_N12 N12 0.004,True,1,1
18393,,mnist,0.004,N4,MNIST_P18_N4,unsat,71.7343,793.0,verinet,MNIST_P18_N4 N4 0.004,True,1,1
18378,,mnist,0.004,N21,MNIST_P70_N21,unsat,79.1199,778.0,verinet,MNIST_P70_N21 N21 0.004,True,1,1
18376,,mnist,0.004,N22,MNIST_P59_N22,unsat,86.9198,776.0,verinet,MNIST_P59_N22 N22 0.004,True,1,1
18375,,mnist,0.004,N19,MNIST_P94_N19,unsat,78.6626,775.0,verinet,MNIST_P94_N19 N19 0.004,True,1,1
18363,,mnist,0.004,N33,MNIST_P89_N33,unsat,84.3849,763.0,verinet,MNIST_P89_N33 N33 0.004,True,1,1
18351,,mnist,0.004,N22,MNIST_P66_N22,unsat,79.0304,751.0,verinet,MNIST_P66_N22 N22 0.004,True,1,1
18350,,mnist,0.004,N21,MNIST_P84_N21,unsat,75.1074,750.0,verinet,MNIST_P84_N21 N21 0.004,True,1,1
18349,,mnist,0.004,N22,MNIST_P50_N22,unsat,83.8068,749.0,verinet,MNIST_P50_N22 N22 0.004,True,1,1
18345,,mnist,0.004,N12,MNIST_P46_N12,unsat,80.3003,745.0,verinet,MNIST_P46_N12 N12 0.004,True,1,1
18338,,mnist,0.004,N21,MNIST_P76_N21,unsat,74.8256,738.0,verinet,MNIST_P76_N21 N21 0.004,True,1,1
18335,,mnist,0.004,N12,MNIST_P29_N12,unsat,84.7096,735.0,verinet,MNIST_P29_N12 N12 0.004,True,1,1
18330,,mnist,0.004,N19,MNIST_P57_N19,unsat,78.522,730.0,verinet,MNIST_P57_N19 N19 0.004,True,1,1
18329,,mnist,0.004,N22,MNIST_P64_N22,unsat,80.6046,729.0,verinet,MNIST_P64_N22 N22 0.004,True,1,1
18327,,mnist,0.004,N22,MNIST_P72_N22,unsat,83.5138,727.0,verinet,MNIST_P72_N22 N22 0.004,True,1,1
18306,,mnist,0.004,N4,MNIST_P0_N4,unsat,75.4581,706.0,verinet,MNIST_P0_N4 N4 0.004,True,1,1
18301,,mnist,0.004,N12,MNIST_P88_N12,unsat,81.3125,701.0,verinet,MNIST_P88_N12 N12 0.004,True,1,1
18284,,mnist,0.004,N33,MNIST_P40_N33,unsat,81.9433,684.0,verinet,MNIST_P40_N33 N33 0.004,True,1,1
18283,,mnist,0.004,N33,MNIST_P17_N33,unsat,79.7367,683.0,verinet,MNIST_P17_N33 N33 0.004,True,1,1
18279,,mnist,0.004,N19,MNIST_P78_N19,unsat,75.2779,679.0,verinet,MNIST_P78_N19 N19 0.004,True,1,1
18263,,mnist,0.004,N19,MNIST_P86_N19,unsat,72.5974,663.0,verinet,MNIST_P86_N19 N19 0.004,True,1,1
18259,,mnist,0.004,N4,MNIST_P3_N4,unsat,73.7822,659.0,verinet,MNIST_P3_N4 N4 0.004,True,1,1
18258,,mnist,0.004,N33,MNIST_P90_N33,unsat,80.6413,658.0,verinet,MNIST_P90_N33 N33 0.004,True,1,1
18257,,mnist,0.004,N33,MNIST_P29_N33,unsat,83.1366,657.0,verinet,MNIST_P29_N33 N33 0.004,True,1,1
18223,,mnist,0.004,N21,MNIST_P13_N21,unsat,70.9401,623.0,verinet,MNIST_P13_N21 N21 0.004,True,1,1
18392,,mnist,0.004,N19,MNIST_P1_N19,unsat,72.9729,792.0,verinet,MNIST_P1_N19 N19 0.004,True,1,1
18394,,mnist,0.004,N33,MNIST_P62_N33,unsat,82.0031,794.0,verinet,MNIST_P62_N33 N33 0.004,True,1,1
18208,,mnist,0.004,N22,MNIST_P35_N22,unsat,78.6331,608.0,verinet,MNIST_P35_N22 N22 0.004,True,1,1
18396,,mnist,0.004,N33,MNIST_P22_N33,unsat,82.3678,796.0,verinet,MNIST_P22_N33 N33 0.004,True,1,1
18569,,mnist,0.004,N33,MNIST_P50_N33,unsat,82.5045,969.0,verinet,MNIST_P50_N33 N33 0.004,True,1,1
18561,,mnist,0.004,N4,MNIST_P78_N4,unsat,78.2002,961.0,verinet,MNIST_P78_N4 N4 0.004,True,1,1
18555,,mnist,0.004,N21,MNIST_P41_N21,unsat,76.9206,955.0,verinet,MNIST_P41_N21 N21 0.004,True,1,1
18546,,mnist,0.004,N33,MNIST_P28_N33,unsat,80.2714,946.0,verinet,MNIST_P28_N33 N33 0.004,True,1,1
18534,,mnist,0.004,N22,MNIST_P14_N22,unsat,85.5869,934.0,verinet,MNIST_P14_N22 N22 0.004,True,1,1
18526,,mnist,0.004,N4,MNIST_P55_N4,unsat,73.9082,926.0,verinet,MNIST_P55_N4 N4 0.004,True,1,1
18517,,mnist,0.004,N19,MNIST_P11_N19,unsat,72.3512,917.0,verinet,MNIST_P11_N19 N19 0.004,True,1,1
18513,,mnist,0.004,N4,MNIST_P65_N4,unsat,68.9876,913.0,verinet,MNIST_P65_N4 N4 0.004,True,1,1
18512,,mnist,0.004,N22,MNIST_P3_N22,unsat,77.7439,912.0,verinet,MNIST_P3_N22 N22 0.004,True,1,1
18507,,mnist,0.004,N4,MNIST_P10_N4,unsat,73.2582,907.0,verinet,MNIST_P10_N4 N4 0.004,True,1,1
18505,,mnist,0.004,N4,MNIST_P70_N4,unsat,74.5637,905.0,verinet,MNIST_P70_N4 N4 0.004,True,1,1
18502,,mnist,0.004,N33,MNIST_P38_N33,unsat,82.0342,902.0,verinet,MNIST_P38_N33 N33 0.004,True,1,1
18501,,mnist,0.004,N4,MNIST_P84_N4,unsat,72.9295,901.0,verinet,MNIST_P84_N4 N4 0.004,True,1,1
18484,,mnist,0.004,N4,MNIST_P37_N4,unsat,75.6883,884.0,verinet,MNIST_P37_N4 N4 0.004,True,1,1
18481,,mnist,0.004,N12,MNIST_P76_N12,unsat,85.226,881.0,verinet,MNIST_P76_N12 N12 0.004,True,1,1
18477,,mnist,0.004,N21,MNIST_P2_N21,unsat,71.2252,877.0,verinet,MNIST_P2_N21 N21 0.004,True,1,1
18471,,mnist,0.004,N22,MNIST_P70_N22,unsat,82.0889,871.0,verinet,MNIST_P70_N22 N22 0.004,True,1,1
18461,,mnist,0.004,N4,MNIST_P97_N4,unsat,70.0317,861.0,verinet,MNIST_P97_N4 N4 0.004,True,1,1
18459,,mnist,0.004,N19,MNIST_P17_N19,unsat,68.3374,859.0,verinet,MNIST_P17_N19 N19 0.004,True,1,1
18450,,mnist,0.004,N19,MNIST_P96_N19,unsat,77.4025,850.0,verinet,MNIST_P96_N19 N19 0.004,True,1,1
18449,,mnist,0.004,N4,MNIST_P2_N4,unsat,76.6581,849.0,verinet,MNIST_P2_N4 N4 0.004,True,1,1
18428,,mnist,0.004,N19,MNIST_P28_N19,unsat,64.6763,828.0,verinet,MNIST_P28_N19 N19 0.004,True,1,1
18423,,mnist,0.004,N33,MNIST_P64_N33,unsat,79.8263,823.0,verinet,MNIST_P64_N33 N33 0.004,True,1,1
18212,,mnist,0.004,N33,MNIST_P60_N33,unsat,79.8077,612.0,verinet,MNIST_P60_N33 N33 0.004,True,1,1
18207,,mnist,0.004,N19,MNIST_P9_N19,unsat,74.9129,607.0,verinet,MNIST_P9_N19 N19 0.004,True,1,1
18587,,mnist,0.004,N19,MNIST_P91_N19,unsat,69.3855,987.0,verinet,MNIST_P91_N19 N19 0.004,True,1,1
17963,,mnist,0.004,N21,MNIST_P34_N21,unsat,68.7066,363.0,verinet,MNIST_P34_N21 N21 0.004,True,1,1
17943,,mnist,0.004,N22,MNIST_P30_N22,unsat,80.7867,343.0,verinet,MNIST_P30_N22 N22 0.004,True,1,1
17939,,mnist,0.004,N19,MNIST_P58_N19,unsat,72.4054,339.0,verinet,MNIST_P58_N19 N19 0.004,True,1,1
17936,,mnist,0.004,N12,MNIST_P84_N12,unsat,85.5593,336.0,verinet,MNIST_P84_N12 N12 0.004,True,1,1
17929,,mnist,0.004,N12,MNIST_P94_N12,unsat,88.6995,329.0,verinet,MNIST_P94_N12 N12 0.004,True,1,1
17928,,mnist,0.004,N12,MNIST_P45_N12,unsat,83.7599,328.0,verinet,MNIST_P45_N12 N12 0.004,True,1,1
17927,,mnist,0.004,N33,MNIST_P93_N33,unsat,82.7675,327.0,verinet,MNIST_P93_N33 N33 0.004,True,1,1
17902,,mnist,0.004,N4,MNIST_P79_N4,unsat,74.717,302.0,verinet,MNIST_P79_N4 N4 0.004,True,1,1
17899,,mnist,0.004,N4,MNIST_P60_N4,unsat,72.2194,299.0,verinet,MNIST_P60_N4 N4 0.004,True,1,1
17886,,mnist,0.004,N22,MNIST_P15_N22,unsat,88.5463,286.0,verinet,MNIST_P15_N22 N22 0.004,True,1,1
17884,,mnist,0.004,N19,MNIST_P23_N19,unsat,75.4853,284.0,verinet,MNIST_P23_N19 N19 0.004,True,1,1
17882,,mnist,0.004,N12,MNIST_P90_N12,unsat,85.4681,282.0,verinet,MNIST_P90_N12 N12 0.004,True,1,1
17874,,mnist,0.004,N19,MNIST_P45_N19,unsat,70.8926,274.0,verinet,MNIST_P45_N19 N19 0.004,True,1,1
17869,,mnist,0.004,N4,MNIST_P81_N4,unsat,73.0071,269.0,verinet,MNIST_P81_N4 N4 0.004,True,1,1
17854,,mnist,0.004,N19,MNIST_P29_N19,unsat,74.9672,254.0,verinet,MNIST_P29_N19 N19 0.004,True,1,1
17848,,mnist,0.004,N4,MNIST_P87_N4,unsat,76.2759,248.0,verinet,MNIST_P87_N4 N4 0.004,True,1,1
17838,,mnist,0.004,N22,MNIST_P49_N22,unsat,82.791,238.0,verinet,MNIST_P49_N22 N22 0.004,True,1,1
17831,,mnist,0.004,N22,MNIST_P22_N22,unsat,84.3521,231.0,verinet,MNIST_P22_N22 N22 0.004,True,1,1
17826,,mnist,0.004,N22,MNIST_P55_N22,unsat,89.2771,226.0,verinet,MNIST_P55_N22 N22 0.004,True,1,1
17822,,mnist,0.004,N33,MNIST_P98_N33,unsat,89.5115,222.0,verinet,MNIST_P98_N33 N33 0.004,True,1,1
17821,,mnist,0.004,N21,MNIST_P74_N21,unsat,78.0057,221.0,verinet,MNIST_P74_N21 N21 0.004,True,1,1
